year,avg_life,avg_happiness_score
2015,0.6302593700069038,5.375734169271928
2016,0.5576189804323919,5.38218471958379
2017,0.5513407826123219,5.354019355773926
2018,0.5968774198404243,5.3668967631555375
2019,0.7252435908199121,5.407096141423935
