year,family,life_expectancy,freedom,government_corruption,generosity,dystopia_residual,gdp_per_capita,happiness_rank,happiness_score,country_id
2015,1.26038,0.94579,0.55011,0.20646,0.12332,2.2111600000000005,1.27778,29,6.575,29
2015,1.24823,0.78723,0.44974,0.08484,0.11451,2.8359400000000003,1.05351,30,6.574,30
2015,1.20643,0.84483,0.46364,0.02652,0.10686,2.67774,1.17898,31,6.505,31
2015,1.2089,0.8116,0.60362,0.24558,0.2324,2.3212400000000004,1.06166,32,6.485,32
2015,1.24018,0.69077,0.53466,0.0512,0.18401,2.85757,0.91861,33,6.477,33
2015,1.26504,0.7385,0.55664,0.03187,0.5763,2.31975,0.9669,34,6.455,34
2015,1.08393,0.72025,0.31048,0.32524,0.13706,2.4386299999999994,1.39541,35,6.411,35
2015,1.31379,0.95562,0.45951,0.06398,0.18227,2.1237199999999996,1.23011,36,6.329,36
2015,1.30203,0.88721,0.60365,0.13586,0.51752,1.6483299999999996,1.2074,37,6.302,37
2015,1.07617,0.8753,0.3974,0.08129,0.25376,2.3231,1.29098,38,6.298,38
2015,1.16594,0.72492,0.55499,0.25609,0.16228,1.8765599999999996,1.55422,39,6.295,39
2015,0.972,0.6082,0.59657,0.13633,0.16991,2.7906500000000003,0.99534,40,6.269,40
2015,1.18354,0.61483,0.55884,0.0114,0.31844,2.2691200000000005,1.21183,41,6.168,41
2015,1.02507,0.67737,0.4035,0.11776,0.10692,3.0348399999999995,0.76454,42,6.13,42
2015,1.04356,0.64425,0.57733,0.09472,0.27489,2.74272,0.74553,43,6.123,43
2015,1.34043,0.59772,0.65821,0.30826,0.22837,2.23757,0.63244,44,6.003,44
2015,1.26999,0.78902,0.31751,0.03431,0.16893,2.24633,1.16891,45,5.995,45
2015,1.25712,0.99111,0.49615,0.1806,0.10705,1.6842300000000003,1.27074,46,5.987,46
2015,0.95774,0.96538,0.33208,0.07857,0.18557,2.2200499999999996,1.24461,47,5.984,47
2015,0.99903,0.79075,0.48574,0.1809,0.11541,2.5391500000000002,0.86402,48,5.975,48
2015,1.21624,0.74716,0.45492,0.306,0.17362,1.7383000000000006,1.32376,49,5.96,49
2015,1.19777,0.95446,0.26236,0.02901,0.22823,2.0250300000000006,1.25114,50,5.948,50
2015,0.97841,0.5392,0.57414,0.088,0.20536,2.8235599999999996,0.68133,51,5.89,51
2015,1.01528,0.61826,0.32818,0.01615,0.20951,3.1071400000000002,0.59448,52,5.889,52
2015,1.30477,0.66098,0.53899,0.08242,0.3424,2.18859,0.75985,53,5.878,53
2015,1.12241,0.64368,0.51649,0.08454,0.11827,2.2470700000000003,1.12254,54,5.855,54
2015,1.27385,0.87337,0.60855,0.03787,0.25328,1.6161000000000003,1.18498,55,5.848,55
2015,1.25745,0.73128,0.21342,0.01031,0.02641,2.4469000000000003,1.14723,56,5.833,56
2015,1.14184,0.74314,0.55475,0.19317,0.27815,2.3237000000000005,0.59325,57,5.828,57
2015,0.97459,0.73017,0.41496,0.05989,0.14982,2.59438,0.90019,58,5.824,58
2015,1.23289,0.73608,0.37938,0.1909,0.11046,2.1313700000000004,1.03192,59,5.813,59
2015,1.27948,0.77903,0.53122,0.04212,0.16759,1.8660100000000002,1.12555,60,5.791,60
2015,1.07023,0.72394,0.53024,0.10501,0.33075,1.8849699999999991,1.12486,61,5.77,61
2015,0.79624,0.78805,0.25883,0.0243,0.05444,2.7546,1.08254,62,5.759,62
2015,1.11862,0.7038,0.41668,0.11023,0.18295,2.0902699999999994,1.13145,63,5.754,63
2015,1.23617,0.66926,0.36679,0.03005,0.00199,2.2741000000000002,1.13764,64,5.716,64
2015,1.15102,0.68741,0.50442,0.02299,0.2123,2.32048,0.81038,65,5.709,65
2015,1.07008,0.92356,0.49027,0.1428,0.26169,1.5985400000000007,1.20806,66,5.695,66
2015,0.89318,0.92356,0.40672,0.06146,0.30638,1.8895700000000004,1.20813,67,5.689,67
2015,1.07772,0.61766,0.28579,0.17383,0.07822,2.4324900000000005,0.93929,68,5.605,68
2015,0.81198,0.63132,0.24749,0.04741,0.2831,2.76622,0.80148,69,5.589,69
2015,1.22668,0.53886,0.4761,0.30844,0.16979,1.8696599999999997,0.95847,70,5.548,70
2015,0.98521,0.7095,0.56066,0.07521,0.37744,1.7613700000000003,1.00761,71,5.477,71
2015,1.05818,1.01328,0.59608,0.37124,0.39478,0.6544000000000008,1.38604,72,5.474,72
2015,1.22791,0.77361,0.44888,0.15184,0.0868,1.5882200000000002,1.15174,73,5.429,73
2015,1.08708,0.63793,0.46611,0.0,0.51535,1.8642599999999998,0.82827,74,5.399,74
2015,0.91226,0.74676,0.59444,0.10441,0.1686,2.20137,0.63216,75,5.36,75
2015,0.94632,0.73172,0.22815,0.15746,0.12253,2.0848400000000002,1.06098,76,5.332,76
2015,1.15115,0.65088,0.43477,0.04232,0.3003,2.2322999999999995,0.47428,77,5.286,77
2015,0.90432,0.16007,0.34334,0.0403,0.27233,2.8932899999999995,0.65435,78,5.268,78
2015,1.10395,0.57407,0.53206,0.15445,0.47998,1.6380700000000004,0.77042,79,5.253,79
2015,0.93793,0.64045,0.3703,0.16065,0.07799,2.0007900000000003,1.02389,80,5.212,80
2015,0.41411,0.51466,0.12102,0.10464,0.33671,3.10743,0.59543,81,5.194,81
2015,1.05392,0.69639,0.40661,0.14293,0.11053,1.8796400000000002,0.90198,82,5.192,82
2015,0.90557,0.72521,0.1826,0.14296,0.1614,2.09988,0.97438,82,5.192,83
2015,0.94675,0.81658,0.51697,0.02781,0.08185,1.8599199999999994,0.89012,84,5.14,84
2015,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343999999999994,0.47038,85,5.129,85
2015,0.88588,0.7689,0.35068,0.00649,0.13748,1.9311199999999995,1.04345,86,5.124,86
2015,1.00964,0.74836,0.20107,0.02617,0.19231,2.0249200000000003,0.92053,87,5.123,87
2015,1.13935,0.87519,0.51469,0.01078,0.13719,1.2648900000000003,1.15991,88,5.102,88
2015,1.09562,0.72437,0.29671,0.06332,0.18226,1.6225999999999998,1.11312,89,5.098,89
2015,1.03516,0.58114,0.62545,0.12279,0.24991,1.7532300000000003,0.70532,90,5.073,90
2015,0.95152,0.43873,0.46582,0.39928,0.50318,2.1100000000000003,0.18847,91,5.057,91
2015,0.64095,0.60954,0.41691,0.08546,0.07172,2.45363,0.73479,92,5.013,92
2015,1.00232,0.73545,0.33457,0.05327,0.22359,1.7392899999999996,0.91851,93,5.007,93
2015,1.02626,0.09131,0.34037,0.15603,0.22269,3.05126,0.08308,94,4.971,94
2015,0.80434,0.81325,0.35733,0.06413,0.14272,1.8985599999999994,0.87867,95,4.959,95
2015,0.91916,0.79081,0.09245,0.00227,0.24808,2.0639999999999996,0.83223,96,4.949,96
2015,1.04103,0.07612,0.31767,0.12504,0.16388,2.7988099999999996,0.37545,97,4.898,97
2015,1.17202,0.66825,0.57672,0.14234,0.21684,1.21346,0.89537,98,4.885,98
2015,0.73803,0.54909,0.59591,0.24249,0.42192,1.7379000000000002,0.59066,99,4.876,99
2015,1.3006,0.60268,0.43626,0.02666,0.3323,1.3473099999999998,0.82819,100,4.874,100
2015,1.07284,0.07566,0.30658,0.0306,0.18259,2.48667,0.71206,101,4.867,101
2015,0.92933,0.88213,0.07699,0.01397,0.0,1.8005200000000001,1.15406,102,4.857,102
2015,0.80001,0.83947,0.33916,0.04582,0.21854,1.5703600000000004,1.02564,103,4.839,103
2015,1.20215,0.75905,0.32112,0.02758,0.128,1.2411599999999998,1.12094,104,4.8,104
2015,0.95348,0.6951,0.40148,0.06825,0.23027,1.8441000000000005,0.59532,105,4.788,105
2015,0.85563,0.57379,0.47216,0.15072,0.22974,2.113489999999999,0.39047,106,4.786,106
2015,0.60429,0.73793,0.26268,0.06358,0.06431,2.12508,0.88113,107,4.739,107
2015,0.92558,0.66015,0.24499,0.12905,0.11251,2.04405,0.59867,108,4.715,108
2015,0.43106,0.60164,0.4082,0.12569,0.21222,2.5176600000000002,0.39753,109,4.694,109
2015,0.54447,0.69805,0.30033,0.05863,0.38086,1.6948600000000003,1.0088,110,4.686,110
2015,1.20278,0.6739,0.25123,0.02961,0.15275,1.5716599999999996,0.79907,111,4.681,111
2015,0.81889,0.60237,0.0,0.13788,0.17922,1.9531499999999995,0.98549,112,4.677,112
2015,1.18468,0.27688,0.33207,0.08884,0.11973,1.7193100000000001,0.92049,113,4.642,113
2015,0.67954,0.40132,0.42342,0.04355,0.23087,2.3087199999999997,0.54558,114,4.633,114
2015,1.03276,0.33475,0.25861,0.08079,0.18987,2.4422200000000003,0.271,115,4.61,115
2015,0.78968,0.34201,0.28531,0.06232,0.24362,2.77686,0.0712,116,4.571,116
2015,0.38174,0.51529,0.39786,0.08492,0.26475,2.2754500000000006,0.64499,117,4.565,117
2015,1.01404,0.36878,0.10081,0.1466,0.19062,2.20808,0.52107,118,4.55,118
2015,0.74302,0.38847,0.24425,0.17175,0.46187,2.24191,0.26673,119,4.518,119
2015,1.0012,0.09806,0.22605,0.07625,0.24834,2.8671,0.0,120,4.517,120
2015,0.86449,0.56874,0.38282,0.05907,0.32296,1.9559499999999996,0.35997,121,4.514,121
2015,0.60406,0.44055,0.4345,0.15048,0.24325,2.448429999999999,0.19073,122,4.512,122
2015,0.95571,0.0,0.4084,0.08786,0.21488,2.5099099999999996,0.33024,123,4.507,123
2015,0.86908,0.35874,0.24232,0.17461,0.219,2.1181799999999997,0.45407,124,4.436,124
2015,0.99876,0.41435,0.42215,0.05839,0.37542,1.7852199999999994,0.36471,125,4.419,125
2015,0.59207,0.36291,0.46074,0.28105,0.18093,2.05105,0.44025,126,4.369,126
2015,0.77711,0.7299,0.19847,0.039,0.07855,1.7587599999999997,0.76821,127,4.35,127
2015,1.10464,0.04776,0.49495,0.12474,0.10461,1.4617499999999994,0.99355,128,4.332,128
2015,0.70905,0.48246,0.44017,0.19034,0.79588,1.4180200000000003,0.27108,129,4.307,129
2015,0.38562,0.72926,0.40577,0.38331,0.05547,1.5956699999999997,0.7419,130,4.297,130
2015,0.41134,0.22562,0.43054,0.06977,0.33128,2.80741,0.01604,131,4.292,131
2015,1.01905,0.70806,0.53726,0.09179,0.40828,0.6713200000000001,0.83524,132,4.271,132
2015,0.88767,0.23402,0.49309,0.05786,0.20618,1.9506800000000002,0.4225,133,4.252,133
2015,1.10614,0.76649,0.30587,0.00872,0.11921,0.8994100000000005,1.01216,134,4.218,134
2015,0.747,0.61712,0.17288,0.06324,0.11291,1.59905,0.8818,135,4.194,135
2015,0.68093,0.40064,0.35571,0.07854,0.09131,1.9233799999999999,0.54649,136,4.077,136
2015,0.8604,0.16683,0.10384,0.07122,0.12344,1.94949,0.75778,137,4.033,137
2015,1.03526,0.20583,0.38857,0.12352,0.18798,1.7931,0.26074,138,3.995,138
2015,0.6629,0.31051,0.41466,0.11686,0.12388,1.6815299999999995,0.67866,139,3.989,139
2015,0.79273,0.36315,0.22917,0.199,0.17441,1.9584799999999998,0.23906,140,3.956,140
2015,1.13299,0.33861,0.45727,0.07267,0.29066,1.4277800000000003,0.21102,141,3.931,141
2015,0.97619,0.4354,0.36772,0.10713,0.20843,1.44415,0.36498,142,3.904,142
2015,0.90528,0.43372,0.31914,0.11091,0.06822,0.9984899999999994,1.06024,143,3.896,143
2015,0.77265,0.29707,0.47692,0.15639,0.19387,1.8787000000000003,0.0694,144,3.845,144
2015,0.62736,0.61114,0.66246,0.07247,0.40359,0.9815999999999998,0.46038,145,3.819,145
2015,1.00268,0.38215,0.32878,0.05747,0.34377,1.38095,0.2852,146,3.781,146
2015,0.66801,0.46721,0.19184,0.08124,0.21333,1.8511300000000002,0.20824,147,3.681,147
2015,0.0,0.06699,0.48879,0.08289,0.23835,2.72248,0.0785,148,3.678,148
2015,0.76062,0.1501,0.23501,0.05269,0.18386,1.94279,0.34193,149,3.667,149
2015,0.46475,0.24009,0.37725,0.12139,0.28657,1.99178,0.17417,150,3.656,150
2015,0.77115,0.15185,0.46866,0.17922,0.20165,1.4171299999999998,0.46534,151,3.655,151
2015,0.85188,0.27125,0.39493,0.12832,0.21747,1.4650300000000005,0.25812,152,3.587,152
2015,0.30285,0.30335,0.23414,0.09719,0.3651,1.95255,0.31982,153,3.575,153
2015,0.7737,0.42864,0.59201,0.55191,0.22628,0.6703799999999998,0.22208,154,3.465,154
2015,0.35386,0.3191,0.4845,0.0801,0.1826,1.6331899999999997,0.28665,155,3.34,155
2015,0.47489,0.72193,0.15684,0.18906,0.47179,0.32828999999999997,0.6632,156,3.006,156
2015,0.41587,0.22396,0.1185,0.10062,0.19727,1.8334799999999998,0.0153,157,2.905,157
2015,0.13995,0.28443,0.36453,0.10731,0.16681,1.5672899999999998,0.20868,158,2.839,158
2016,1.16374,0.79504,0.57941,0.44453,0.36171,2.7397899999999993,1.44178,1,7.526,3
2016,1.14524,0.86303,0.58557,0.41203,0.28083,2.6949700000000005,1.52733,2,7.509,1
2016,1.18326,0.86733,0.56624,0.14975,0.47678,2.830980000000001,1.42666,3,7.501,2
2016,1.1269,0.79579,0.59609,0.35776,0.37895,2.66507,1.57744,4,7.498,4
2016,1.13464,0.81091,0.57104,0.41004,0.25492,2.8254699999999993,1.40598,5,7.413,6
2016,1.0961,0.8276,0.5737,0.31329,0.44834,2.70482,1.44015,6,7.404,5
2016,1.02912,0.81231,0.55211,0.29927,0.47416,2.70735,1.46468,7,7.339,7
2016,1.17278,0.83096,0.58147,0.41904,0.49401,2.4750799999999993,1.36066,8,7.334,9
2016,1.10476,0.8512,0.56837,0.32331,0.47407,2.546859999999999,1.44443,9,7.313,10
2016,1.08764,0.83121,0.58218,0.40867,0.38254,2.5469500000000007,1.45181,10,7.291,8
2016,0.99537,0.84917,0.36432,0.08728,0.32288,3.3103200000000004,1.33766,11,7.267,11
2016,1.08383,0.80565,0.54355,0.21348,0.32865,2.693460000000001,1.45038,12,7.119,13
2016,1.04782,0.779,0.48163,0.14868,0.41077,2.72814,1.50796,13,7.104,15
2016,1.02152,0.76146,0.55225,0.10547,0.22553,3.35198,1.06879,14,7.087,12
2016,1.08113,0.77758,0.46823,0.12275,0.22202,3.00786,1.35943,15,7.039,159
2016,1.09774,0.81487,0.53466,0.28551,0.30452,2.5088299999999997,1.44787,16,6.994,26
2016,1.03938,0.61415,0.40425,0.14166,0.15776,3.50726,1.08754,17,6.952,16
2016,1.05249,0.81959,0.51354,0.26248,0.2424,2.6131100000000007,1.42539,18,6.929,19
2016,1.16157,0.81455,0.54008,0.29754,0.44963,2.16022,1.48341,19,6.907,18
2016,1.03999,0.84542,0.5487,0.35329,0.27571,2.1103700000000005,1.69752,20,6.871,17
2016,0.7146,0.71143,0.37709,0.18355,0.11735,3.5588999999999995,1.11508,21,6.778,14
2016,0.86758,0.94719,0.4877,0.46987,0.32706,1.9940499999999988,1.64555,22,6.739,24
2016,1.08672,0.80991,0.50036,0.27399,0.50156,2.14963,1.40283,23,6.725,21
2016,0.90587,0.81883,0.37789,0.11451,0.31595,2.9552500000000004,1.2167,24,6.705,27
2016,0.98912,0.70835,0.48927,0.08423,0.2418,3.0051699999999997,1.18306,25,6.701,25
2016,1.06612,0.69711,0.42284,0.07296,0.10989,3.1297100000000007,1.15137,26,6.65,30
2016,1.00793,0.76376,0.41418,0.03986,0.09929,2.9618300000000004,1.30915,27,6.596,31
2016,0.87114,0.72993,0.56215,0.35561,0.26591,2.214740000000001,1.57352,28,6.573,20
2016,1.03143,0.72183,0.54388,0.21394,0.18056,2.67179,1.18157,29,6.545,32
2016,1.09879,0.80315,0.54994,0.17554,0.56237,1.9903900000000005,1.30782,30,6.488,37
2016,1.02169,0.59659,0.44735,0.05399,0.15626,3.1747999999999994,1.03032,31,6.481,33
2016,1.00508,0.83795,0.46562,0.17808,0.1216,2.4747899999999996,1.39488,32,6.478,29
2016,1.04477,0.64915,0.49553,0.02833,0.58696,2.5799600000000003,1.0893,33,6.474,34
2016,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,1.48953,34,6.379,35
2016,0.92624,0.79565,0.32377,0.0663,0.25495,2.6147999999999993,1.39729,34,6.379,38
2016,0.87964,0.71723,0.56679,0.48049,0.32388,1.5827,1.82427,36,6.375,28
2016,1.12945,0.87896,0.37545,0.06137,0.17665,2.3965899999999993,1.34253,37,6.361,36
2016,0.83309,0.61804,0.21006,0.16157,0.07044,3.4091400000000003,1.05266,38,6.355,68
2016,0.87119,0.54039,0.50379,0.08701,0.28808,3.1990000000000003,0.83454,39,6.324,43
2016,0.77866,0.50933,0.52234,0.12692,0.16665,3.06824,1.09686,40,6.269,40
2016,0.87758,0.63569,0.43166,0.23669,0.15965,2.28059,1.61714,41,6.239,39
2016,0.94397,0.65696,0.47375,0.25772,0.17147,2.2738899999999997,1.44024,42,6.218,49
2016,0.98569,0.52608,0.48453,0.01241,0.31935,2.5142200000000003,1.32572,43,6.168,41
2016,1.03302,0.61904,0.19847,0.08304,0.0425,2.9742599999999997,1.13367,44,6.084,23
2016,1.08268,0.70367,0.23391,0.02947,0.13837,2.61017,1.27973,45,6.078,45
2016,0.80975,0.596,0.37269,0.10613,0.08877,3.22096,0.8737,46,6.068,42
2016,0.88025,0.62366,0.39031,0.09081,0.41474,2.35381,1.25142,47,6.005,61
2016,0.89521,0.65213,0.46582,0.16292,0.29773,2.82435,0.69384,48,5.992,57
2016,1.1681,0.50163,0.60848,0.28333,0.34326,2.34629,0.73591,49,5.987,44
2016,1.04167,0.85102,0.18827,0.02556,0.16684,2.3486899999999995,1.35495,50,5.977,50
2016,0.85974,0.68613,0.4027,0.18037,0.10074,2.77326,0.97306,51,5.976,48
2016,0.68655,0.45569,0.51231,0.10771,0.23684,3.0807400000000005,0.87616,52,5.956,160
2016,1.06054,0.91491,0.46761,0.18985,0.10224,1.8057800000000004,1.38007,53,5.921,46
2016,0.95544,0.57386,0.4052,0.11132,0.15011,2.4936399999999996,1.22943,54,5.919,54
2016,0.83132,0.52309,0.25202,0.01903,0.19997,3.379800000000001,0.69177,55,5.897,52
2016,1.05261,0.58991,0.32682,0.03586,0.02736,2.59116,1.23228,56,5.856,64
2016,1.04685,0.69058,0.4519,0.055,0.14443,2.20039,1.24585,57,5.835,60
2016,0.72194,0.88645,0.25168,0.07716,0.18824,2.35005,1.35948,57,5.835,47
2016,0.83779,0.4697,0.50961,0.07746,0.21698,2.91624,0.79422,59,5.822,51
2016,1.06411,0.64674,0.18929,0.0182,0.02025,2.6052099999999996,1.2692,60,5.813,56
2016,1.04993,0.63104,0.29091,0.17457,0.13942,2.3855099999999996,1.13062,61,5.802,59
2016,0.81826,0.84142,0.43596,0.16578,0.26322,1.9349500000000002,1.31141,62,5.771,66
2016,1.05613,0.79151,0.53164,0.03635,0.25738,1.7955199999999998,1.29947,63,5.768,55
2016,0.81255,0.62994,0.37502,0.05292,0.14527,2.7312800000000004,0.99602,64,5.743,58
2016,1.03817,0.44006,0.37408,0.28467,0.22567,2.21518,1.08017,65,5.658,70
2016,0.75695,0.66189,0.46145,0.05203,0.36951,2.20245,1.14372,66,5.648,71
2016,0.95076,0.52304,0.40672,0.10339,0.17087,2.3933400000000002,1.06688,67,5.615,63
2016,0.95025,0.63952,0.27996,0.0889,0.17445,2.209039999999999,1.21788,68,5.56,89
2016,0.70697,0.8488,0.29507,0.05228,0.27906,2.0452500000000002,1.31857,69,5.546,67
2016,1.11111,0.58295,0.46235,0.07396,0.25296,2.1609400000000005,0.89373,70,5.538,53
2016,0.72803,0.67602,0.36712,0.00679,0.12889,2.4514499999999995,1.1697,71,5.528,86
2016,1.05163,0.68098,0.41511,0.18519,0.08423,1.8202200000000008,1.27964,72,5.517,73
2016,0.96372,0.59469,0.43597,0.04294,0.22245,2.3568999999999996,0.89333,73,5.51,65
2016,0.60809,0.70524,0.23907,0.04002,0.18434,2.52475,1.18649,74,5.488,62
2016,0.87021,0.95277,0.48079,0.31647,0.40097,0.9260900000000003,1.5107,75,5.458,72
2016,0.33613,0.11466,0.56778,0.3118,0.27225,3.8373800000000005,0.0,76,5.44,161
2016,0.66062,0.54,0.14396,0.06547,0.27992,2.80958,0.90145,77,5.401,69
2016,0.87717,0.64718,0.23889,0.12348,0.04707,2.29029,1.16492,78,5.389,76
2016,0.87625,0.49374,0.39237,0.00322,0.56521,2.0321700000000003,0.95104,79,5.314,74
2016,0.86216,0.60712,0.36023,0.13297,0.14262,2.20117,0.99673,80,5.303,82
2016,0.76042,0.54504,0.35327,0.17914,0.0564,2.273,1.12373,81,5.291,80
2016,0.87877,0.47036,0.54854,0.11757,0.21674,2.23485,0.81217,82,5.279,90
2016,0.79381,0.73561,0.44012,0.02745,0.04959,2.1706200000000004,1.0278,83,5.245,84
2016,0.90836,0.49759,0.46074,0.1616,0.48546,1.8295499999999993,0.8527,84,5.196,79
2016,0.95434,0.55449,0.40212,0.04762,0.38432,2.281669999999999,0.56044,85,5.185,77
2016,0.81329,0.6458,0.15718,0.04339,0.20737,2.2756,1.03437,86,5.177,87
2016,0.64367,0.70766,0.09511,0.0,0.29889,2.48384,0.93383,87,5.163,96
2016,0.74173,0.63533,0.15111,0.12721,0.17191,2.25533,1.07838,88,5.161,83
2016,0.99496,0.57669,0.52259,0.12372,0.21286,1.69631,1.02787,89,5.155,98
2016,0.38595,0.59471,0.25646,0.08404,0.04053,2.94873,0.84058,90,5.151,92
2016,0.93164,0.67608,0.1977,0.04472,0.099,1.954439999999999,1.24142,91,5.145,104
2016,0.26135,0.40306,0.14622,0.1388,0.31185,3.1825599999999996,0.68816,92,5.132,81
2016,0.64184,0.76171,0.26228,0.03061,0.23693,2.0729499999999996,1.12268,93,5.129,103
2016,0.94367,0.79363,0.44727,0.01521,0.11691,1.5302400000000005,1.27607,94,5.123,88
2016,0.78236,0.64738,0.27668,0.07047,0.23507,2.089740000000001,1.0193,95,5.121,93
2016,0.79117,0.66157,0.55954,0.11556,0.25075,1.94204,0.74037,96,5.061,75
2016,0.75862,0.33108,0.3913,0.36794,0.51479,2.4376900000000004,0.25558,97,5.057,162
2016,0.43165,0.59577,0.23553,0.0817,0.03936,2.6837500000000003,0.97724,98,5.045,107
2016,0.75473,0.80029,0.05822,0.04127,0.0,2.1296300000000006,1.24886,99,5.033,102
2016,0.75602,0.53119,0.43408,0.13509,0.25998,2.39129,0.48835,100,4.996,106
2016,1.08983,0.55469,0.35972,0.03285,0.34539,1.5359900000000004,0.98853,101,4.907,100
2016,0.5497,0.38291,0.52168,0.22423,0.43079,2.0862700000000007,0.68042,102,4.876,99
2016,0.64498,0.05108,0.27854,0.0305,0.23219,2.88555,0.75216,103,4.875,78
2016,0.75596,0.58383,0.26755,0.06906,0.2044,2.2959100000000006,0.69429,104,4.871,105
2016,0.38857,0.64232,0.22544,0.0557,0.38538,1.9980099999999998,1.11758,105,4.813,110
2016,0.6376,0.23573,0.42662,0.11479,0.17866,2.58958,0.61202,106,4.795,85
2016,0.69699,0.50073,0.37012,0.07008,0.3816,2.32722,0.44626,107,4.793,121
2016,0.71629,0.56844,0.17744,0.10613,0.11154,2.40392,0.67024,108,4.754,108
2016,0.50163,0.73007,0.31866,0.05301,0.1684,1.92793,0.9553,109,4.655,95
2016,0.24749,0.52989,0.39778,0.12583,0.19132,2.6089199999999995,0.54177,110,4.643,109
2016,0.628,0.0,0.30685,0.08196,0.23897,3.0143699999999995,0.36485,111,4.635,123
2016,0.59205,0.51076,0.24856,0.13636,0.19589,1.8166400000000005,1.07474,112,4.575,112
2016,0.70362,0.34745,0.48614,0.10398,0.07795,1.9219899999999996,0.93287,113,4.574,163
2016,0.62542,0.12698,0.42736,0.06126,0.2268,2.5202099999999996,0.52497,114,4.513,133
2016,0.37932,0.34578,0.36703,0.1717,0.29522,2.65612,0.29283,115,4.508,122
2016,0.96053,0.18611,0.42483,0.08415,0.13656,1.6426599999999998,1.02416,116,4.459,113
